Results_ID,Result_group,Age_general,Age_min,Age_max,Age_original,Population_gender,Indigenous_status,Indigenous_population,Country,Jurisdiction,Specific_location,Year_start,Year_stop,Observation_time_years,Numerator,Denominator,Point_estimate,Measure,Interpolated_from_graph,Age_standardisation,Dataset_name,Proportion,Mortality_flag,Recurrent_ARF_flag,GAS_attributable_fraction,Defined_ARF,Focus_of_study,Notes
2020KATZ,ARF,Adult,35,44,Adults ,Males and Females,Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,18.4,"incidence rate of first ever ARF episodes per  100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,Adult,25,34,Adults,Males and Females,Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,32.5,"incidence rate of first ever ARF episodes per  100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,Adult,35,44,Adults ,Males and Females,Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,33.8,"incidence rate of total ARF episodes per  100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,Adult,15,24,Adolescents and adults,Males and Females,Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,48.8,"incidence rate of first ever ARF episodes per  100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,Adult,25,34,Adults,Males and Females,Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,61.3,"incidence rate of total ARF episodes per  100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,Adult,15,24,Adolescents and adults,Males and Females,Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,76.1,"incidence rate of total ARF episodes per  100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2021AIHWARF,ARF,Adult,45,999,Adults,Males and Females,General,N/A,Australia,"NT, QLD, WA, SA",N/A,2019,2019,1,N/A,N/A,2.4,ARF recurrence rate after BPG per 100- patient years,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2021AIHWARF,ARF,Adult,35,44,Adults,Males and Females,General,N/A,Australia,"NT, QLD, WA, SA",N/A,2019,2019,1,N/A,N/A,2.8,ARF recurrence rate after BPG per 100- patient years,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2021AIHWARF,ARF,Adult,25,34,All,Males and Females,General,N/A,Australia,"NT, QLD, WA, SA",N/A,2019,2019,1,N/A,N/A,2.9,ARF recurrence rate after BPG per 100- patient years,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2022AIHW,ARF,Adult,45,64,Middle age Adults,Males and Females,General,Torres Straight Islander,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,0.2,"crude-age specific death rates (ARF only and no RHD) per 100,000 population ",N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A
2022AIHW,ARF,Adult,65,999,Elderly adults only,Males and Females,General,Torres Straight Islander,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,0.2,"crude-age specific death rates (ARF only and no RHD) per 100,000 population ",N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A
2022AIHW,ARF,Adult,25,44,Young Adults ,Males and Females,General,Torres Straight Islander,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,0.3,"crude-age specific death rates (ARF only and no RHD) per 100,000 population ",N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A
2022AIHW,ARF,Adult,24,44,Young Adults ,Males and Females,Indigenous,Aboriginal/TSI,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,7.1,"crude-age specific death rates (ARF only and no RHD) per 100,000 population ",N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A
2022AIHW,ARF,Adult,45,64,Middle age Adults,Males and Females,Indigenous,Aboriginal/TSI,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,7.6,"crude-age specific death rates (ARF only and no RHD) per 100,000 population ",N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A
2022AIHW,ARF,Adult,65,999,Elderly adults only,Males and Females,Indigenous,Aboriginal/TSI,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,9.5,"crude-age specific death rates (ARF only and no RHD) per 100,000 population ",N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A
2021AIHWARF,ARF,Adult,65,999,Elderly adults only,Males and Females,General,N/A,Australia,"NT, QLD, WA, SA",N/A,2015,2019,4,N/A,N/A,0.3,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2021AIHWARF,ARF,Adult,18,999,Adults,Males and Females,General,N/A,Australia,"NT, QLD, WA, SA",N/A,2015,2019,4,N/A,N/A,3.6,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2021AIHWARF,ARF,Adult,16,999,Adolescents & adults,Males and Females,General,N/A,Australia,"NT, QLD, WA, SA",N/A,2015,2019,4,N/A,N/A,9,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2022AIHW,ARF,Adult,45,64,Middle age Adults,Males and Females,General,Torres Straight Islander,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,0.3,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2022AIHW,ARF,Adult,35,44,Young adults ,Males and Females,General,Torres Straight Islander,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,1.7,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2022AIHW,ARF,Adult,65,999,Elderly adults only,Males and Females,Indigenous,Aboriginal/TSI,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,3,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2022AIHW,ARF,Adult,25,34,Young adults ,Males and Females,General,Torres Straight Islander,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,3.1,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2022AIHW,ARF,Adult,15,24,Adolescents &Young adults ,Males and Females,General,Torres Straight Islander,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,5.7,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2022AIHW,ARF,Adult,45,64,Middle age Adults,Males and Females,Indigenous,Aboriginal/TSI,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,10.9,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2022AIHW,ARF,Adult,35,44,Young adults ,Males and Females,Indigenous,Aboriginal/TSI,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,45.9,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2022AIHW,ARF,Adult,25,34,Young adults ,Males and Females,Indigenous,Aboriginal/TSI,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,66.8,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2022AIHW,ARF,Adult,15,24,Adolescents &Young adults ,Males and Females,Indigenous,Aboriginal/TSI,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,83.6,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2019AIHW,ARF,All,0,999,All,Males and Females,Non Indigenous,Indigenous,Australia,"NT, QLD, WA, SA",N/A,2013,2014,1,N/A,N/A,0.2,"Incidence rate of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,No,No,N/A,N/A
2019AIHW,ARF,All,0,999,All,Males and Females,Non Indigenous,Indigenous,Australia,"NT, QLD, WA, SA",N/A,2014,2015,1,N/A,N/A,0.2,"Incidence rate of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,No,No,N/A,N/A
2019AIHW,ARF,All,0,999,All,Males and Females,Non Indigenous,Indigenous,Australia,"NT, QLD, WA, SA",N/A,2015,2016,1,N/A,N/A,0.2,"Incidence rate of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,No,No,N/A,N/A
2019AIHW,ARF,All,0,999,All,Males and Females,Non Indigenous,Indigenous,Australia,"NT, QLD, WA, SA",N/A,2016,2017,1,N/A,N/A,0.2,"Incidence rate of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,No,No,N/A,N/A
2019AIHW,ARF,All,0,999,All,Males and Females,Non Indigenous,Indigenous,Australia,"NT, QLD, WA, SA",N/A,2017,2018,1,N/A,N/A,0.2,"Incidence rate of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,No,No,N/A,N/A
2019AIHW,ARF,All,0,999,All,Males and Females,Indigenous,Indigenous,Australia,"NT, QLD, WA, SA",N/A,2013,2014,1,N/A,N/A,63.5,"Incidence rate of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,No,No,N/A,N/A
2019AIHW,ARF,All,0,999,All,Males and Females,Indigenous,Indigenous,Australia,"NT, QLD, WA, SA",N/A,2014,2015,1,N/A,N/A,70.2,"Incidence rate of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,No,No,N/A,N/A
2019AIHW,ARF,All,0,999,All,Males and Females,Indigenous,Indigenous,Australia,"NT, QLD, WA, SA",N/A,2015,2016,1,N/A,N/A,75.4,"Incidence rate of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,No,No,N/A,N/A
2019AIHW,ARF,All,0,999,All,Males and Females,Indigenous,Indigenous,Australia,"NT, QLD, WA, SA",N/A,2016,2017,1,N/A,N/A,102.1,"Incidence rate of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,No,No,N/A,N/A
2019AIHW,ARF,All,0,999,All,Males and Females,Indigenous,Indigenous,Australia,"NT, QLD, WA, SA",N/A,2017,2018,1,N/A,N/A,110.9,"Incidence rate of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,No,No,N/A,N/A
2013AIHW,ARF,All,0,999,All,Males and Females,N/A,Torres Straight Islander,Australia,QLD,N/A,1999,1999,1,N/A,N/A,0.5,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2013AIHW,ARF,All,0,999,All,Males and Females,N/A,Torres Straight Islander,Australia,QLD,N/A,1999,2011,13,N/A,N/A,1,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2013AIHW,ARF,All,0,999,All,Males and Females,N/A,Torres Straight Islander,Australia,QLD,N/A,2011,2011,1,N/A,N/A,1.5,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2013AIHW,ARF,All,0,999,All,Males and Females,N/A,Torres Straight Islander,Australia,NT,N/A,2000,2000,1,N/A,N/A,14,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2013AIHW,ARF,All,0,999,All,Males and Females,N/A,Torres Straight Islander,Australia,NT,N/A,2008,2008,1,N/A,N/A,22,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2013AIHW,ARF,All,0,999,All,Males and Females,N/A,Torres Straight Islander,Australia,NT,N/A,2002,2005,3,N/A,N/A,23,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2013AIHW,ARF,All,0,999,All,Males and Females,N/A,Torres Straight Islander,Australia,NT,N/A,1996,2010,15,N/A,N/A,26,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2013AIHW,ARF,All,0,999,All,Males and Females,N/A,Torres Straight Islander,Australia,NT,N/A,2005,2007,3,N/A,N/A,38,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2013LAWR,ARF,All,0,999,All,Males and Females,General,Mostly Indigenous ,Australia,NT,NT,1997,2010,13,N/A,1465,42,proportion (%) of first ARF among ARF/RHD ,N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2013AIHW,ARF,All,0,999,All,Males and Females,N/A,Torres Straight Islander,Australia,NT,N/A,2000,2002,3,N/A,N/A,42,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2019FRANC,ARF,All,0,999,All,Males and Females,Indigenous,Aboriginal,Australia,NT,N/A,2009,2013,6,N/A,N/A,314,"Annual incidence of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,44,All,Males and Females,Non Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,0.5,"Crude incidence rate of total ARF episodes per  100,000 population ",N/A,No,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,44,All,Males and Females,Non Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,0.5,"Crude incidence rate for first ever ARF per  100,000 population",N/A,No,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,44,All,Males and Females,General,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,3.3,"Crude incidence rate for first ever ARF per  100,000 population",N/A,No,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,44,All,Males and Females,General,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,4.6,"Crude incidence rate of total ARF episodes per  100,000 population ",N/A,No,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,44,All,Males and Females,Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,53.2,"Crude incidence rate for first ever ARF per  100,000 population",N/A,No,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,44,All,Males and Females,Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,75.6,"Crude incidence rate of total ARF episodes per  100,000 population ",N/A,No,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2014MURD,ARF,All,0,999,All,Males and Females,Indigenous,Torres Straight Islander,Australia,WA,"WA, Kimberley",2008,2009,1,N/A,N/A,0.4,"incident hospitalisation rate for ARF per 1,000 Indigenous population ",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2014MURD,ARF,All,0,999,All,Males and Females,Indigenous,Torres Straight Islander,Australia,WA,"WA, Kimberley",2011,2012,1,N/A,N/A,0.5,"incident hospitalisation rate for ARF per 1,000 Indigenous population ",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,44,All,Males and Females,Non Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,0.5,"Age standardized incidence for first ever ARF per 100,000 population",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,44,All,Males and Females,Non Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,0.6,"Age standardized incidence of total ARF episodes per 100,000 population",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2014MURD,ARF,All,0,999,All,Males and Females,Indigenous,Torres Straight Islander,Australia,WA,"WA, Kimberley",2006,2007,1,N/A,N/A,0.7,"incident hospitalisation rate for ARF per 1,000 Indigenous population ",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2014MURD,ARF,All,0,999,All,Males and Females,Indigenous,Torres Straight Islander,Australia,WA,"WA, Kimberley",2009,2010,1,N/A,N/A,0.7,"incident hospitalisation rate for ARF per 1,000 Indigenous population ",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,24,"Children, Adolescents and Adults ",Males and Females,Non Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,0.7,"Age standardized incidence for first ever ARF per 100,000 population",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2014MURD,ARF,All,0,999,All,Males and Females,Indigenous,Torres Straight Islander,Australia,WA,"WA, Kimberley",2010,2011,1,N/A,N/A,0.8,"incident hospitalisation rate for ARF per 1,000 Indigenous population ",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,24,"Children, Adolescents and Adults ",Males and Females,Non Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,0.8,"Age standardized incidence of total ARF episodes per 100,000 population",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2014MURD,ARF,All,0,999,All,Males and Females,Indigenous,Torres Straight Islander,Australia,WA,"WA, Kimberley",2003,2004,1,N/A,N/A,0.9,"incident hospitalisation rate for ARF per 1,000 Indigenous population ",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2014MURD,ARF,All,0,999,All,Males and Females,Indigenous,Torres Straight Islander,Australia,WA,"WA, Kimberley",2005,2006,1,N/A,N/A,0.9,"incident hospitalisation rate for ARF per 1,000 Indigenous population ",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2014MURD,ARF,All,0,999,All,Males and Females,Indigenous,Torres Straight Islander,Australia,WA,"WA, Kimberley",2007,2008,1,N/A,N/A,0.9,"incident hospitalisation rate for ARF per 1,000 Indigenous population ",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2014MURD,ARF,All,0,999,All,Males and Females,Indigenous,Torres Straight Islander,Australia,WA,"WA, Kimberley",2004,2005,1,N/A,N/A,1.6,"incident hospitalisation rate for ARF per 1,000 Indigenous population ",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,44,All,Males and Females,General,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,3.6,"Age standardized incidence for first ever ARF per 100,000 population",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,44,All,Males and Females,General,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,4.9,"Age standardized incidence of total ARF episodes per 100,000 population",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,24,"Children, Adolescents and Adults ",Males and Females,General,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,5.3,"Age standardized incidence for first ever ARF per 100,000 population",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,24,"Children, Adolescents and Adults ",Males and Females,General,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,6.9,"Age standardized incidence of total ARF episodes per 100,000 population",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,44,All,Males and Females,Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,49.3,"Age standardized incidence for first ever ARF per 100,000 population",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,24,"Children, Adolescents and Adults ",Males and Females,Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,65.8,"Age standardized incidence for first ever ARF per 100,000 population",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,44,All,Males and Females,Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,71.9,"Age standardized incidence of total ARF episodes per 100,000 population",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020KATZ,ARF,All,0,24,"Children, Adolescents and Adults ",Males and Females,Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,88.5,"Age standardized incidence of total ARF episodes per 100,000 population",N/A,Yes,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2021AIHWARF,ARF,All,0,999,All,Males and Females,General,N/A,Australia,SA,N/A,2019,2019,1,N/A,N/A,1.5,ARF recurrence rate after BPG per 100- patient years,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2021AIHWARF,ARF,All,0,999,All,Males and Females,General,N/A,Australia,QLD,N/A,2019,2019,1,N/A,N/A,1.9,ARF recurrence rate after BPG per 100- patient years,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2016VINC,ARF,All,0,999,All,Males and Females,General,N/A,Australia,N/A,N/A,1997,2013,16,N/A,N/A,3.01,Incidence rate of ARF recurrence at 1-5 y after first ARF diagnosis,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2021AIHWARF,ARF,All,0,999,All,Males and Females,General,N/A,Australia,"NT, QLD, WA, SA",N/A,2019,2019,1,N/A,N/A,3.2,ARF recurrence rate after BPG per 100- patient years,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2021AIHWARF,ARF,All,0,999,All,Males and Females,Indigenous,Aboriginal/TSI,Australia,"NT, QLD, WA, SA",N/A,2019,2019,1,N/A,N/A,3.4,ARF recurrence rate after BPG per 100- patient years,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2021AIHWARF,ARF,All,0,999,All,Males and Females,Indigenous,Aboriginal/TSI,Australia,"NT, QLD, WA, SA",N/A,2019,2019,1,N/A,N/A,3.4,ARF recurrence rate after BPG per 100- patient years,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2016VINC,ARF,All,0,999,All,Males and Females,General,N/A,Australia,N/A,N/A,1997,2013,16,N/A,N/A,3.72,Incidence rate of ARF recurrence at 0-1 year after first ARF diagnosis,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2021AIHWARF,ARF,All,0,999,All,Males and Females,Indigenous,Aboriginal/TSI,Australia,"NT, QLD, WA, SA",N/A,2016,2016,1,N/A,N/A,3.8,ARF recurrence rate after BPG per 100- patient years,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2021AIHWARF,ARF,All,0,999,All,Males and Females,General,N/A,Australia,NT,N/A,2019,2019,1,N/A,N/A,3.9,ARF recurrence rate after BPG per 100- patient years,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2021AIHWARF,ARF,All,0,999,All,Males and Females,General,N/A,Australia,NT,N/A,2019,2019,1,N/A,N/A,4,ARF recurrence rate after BPG per 100- patient years,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2021AIHWARF,ARF,All,0,999,All,Males and Females,General,N/A,Australia,WA,N/A,2019,2019,1,N/A,N/A,4.2,ARF recurrence rate after BPG per 100- patient years,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2021AIHWARF,ARF,All,0,999,All,Males and Females,Indigenous,Aboriginal/TSI,Australia,NT,N/A,2016,2016,1,N/A,N/A,5.6,ARF recurrence rate after BPG per 100- patient years,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2013LAWR,ARF,All,0,999,All,Males and Females,General,Mostly Indigenous ,Australia,NT,NT,1997,2010,13,N/A,615,12.5,proportion (%) of recurrent ARF among ARF cases,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2016VINC,ARF,All,0,999,All,Males and Females,General,N/A,Australia,N/A,N/A,1997,2013,16,N/A,N/A,1.31,Incidence rate of ARF recurrence at 5-10 y after first ARF diagnosis,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2016VINC,ARF,All,0,999,All,Males and Females,General,N/A,Australia,N/A,N/A,1997,2013,16,N/A,N/A,1.41,Incidence rate of ARF recurrence at >10 y after first ARF diagnosis,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2022AIHW,ARF,All,0,999,All,Males and Females,Non Indigenous,Torres Straight Islander,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,205,14.6,proportion of recurrent ARF diagnoses,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2022AIHW,ARF,All,0,999,All,Males and Females,General,Torres Straight Islander,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,2611,26.7,proportion of recurrent ARF diagnoses,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2022AIHW,ARF,All,0,999,All,Males and Females,Indigenous,Aboriginal/TSI,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,2392,27.7,proportion of recurrent ARF diagnoses,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2020AGEN,ARF,All,0,999,All,Males and Females,Non Indigenous,N/A,Australia,N/A,N/A,2001,2017,16,N/A,1135,12.5,proportion (%) of ARF in hospital records only,N/A,N/A,N/A,N/A,No,N/A,N/A,Yes,N/A,N/A
2020AGEN,ARF,All,0,999,All,Males and Females,Non Indigenous,N/A,Australia,N/A,N/A,2001,2017,16,N/A,206,14,proportion (%) of ARF among hospital and registry records,N/A,N/A,N/A,N/A,No,N/A,N/A,Yes,N/A,N/A
2020AGEN,ARF,All,0,999,All,Males and Females,Non Indigenous,N/A,Australia,N/A,N/A,2001,2017,16,N/A,156,15,proportion (%) of ARF in register records only,N/A,N/A,N/A,N/A,No,N/A,N/A,Yes,N/A,N/A
2020AGEN,ARF,All,0,999,All,Males and Females,Indigenous,Aboriginal/TSI,Australia,N/A,N/A,2001,2017,16,N/A,1821,22,proportion (%) of ARF in hospital records only,N/A,N/A,N/A,N/A,No,N/A,N/A,Yes,N/A,N/A
2020AGEN,ARF,All,0,999,All,Males and Females,Indigenous,Aboriginal/TSI,Australia,N/A,N/A,2001,2017,16,N/A,1519,36,proportion (%) of ARF in register records only,N/A,N/A,N/A,N/A,No,N/A,N/A,Yes,N/A,N/A
2020AGEN,ARF,All,0,999,All,Males and Females,Indigenous,Aboriginal/TSI,Australia,N/A,N/A,2001,2017,16,N/A,2484,42,proportion (%) of ARF among hospital and registry records,N/A,N/A,N/A,N/A,No,N/A,N/A,Yes,N/A,N/A
